indice;maior_atraso ;margem_bruta_acumulada;prazo_medio_recebimento_vendas;titulos_em_aberto;diferenca_percentual_risco;percentualRisco;faturamento_bruto;margem_bruta;periodo_demonstrativo_em_meses;custos;ano_fundacao;capital_social;score_pontualidade;risco_baixo;risco_medio;risco_muito_baixo;grupo
2680;2;5.861.232.635;0;0.0;0.75;2.499.999.999.999.990;1357207;551595;12;805612;2012;100000;1;1;0;0;2
2681;5;4.242.667.615;34;182860.0;8.035.714.285.714.280;1.964.285.714.285.710;10637253;3767978;12;6869275;2010;60000;1;1;0;0;2
2682;4;3.338.384.585;1;3000.0;9.107.142.857.142.850;892.857.142.857.142;985702000;288816000;12;696886000;1966;294801000;1;0;0;1;0
2683;0;3.218.131.974;27;22026.66;9.107.142.857.142.850;892.857.142.857.142;985702000;288816000;12;696886000;2009;294801000;1;0;0;1;0
2684;3;5.960.564.027;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;2600145;0;5;0;1980;150000;1;1;0;0;2
2685;18;2.911.279.282;67;100850.04;6.964.285.714.285.710;3.035.714.285.714.280;1955521;0;12;0;2006;95400;0;1;0;0;2
2686;18;4.211.230.896;0;0.0;7.321.428.571.428.570;2.678.571.428.571.420;8275617;0;12;0;2010;99000;0;1;0;0;2
2687;0;0.0;0;0.0;6.428.571.428.571.420;3.571.428.571.428.570;589743;0;12;0;2013;120000;0;0;1;0;1
2688;0;5.143.869.897;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;1913653;0;12;0;1991;20000;1;1;0;0;2
2689;5;3.263.672.048;22;2244.33;5.357.142.857.142.850;4.642.857.142.857.140;1378708;0;12;0;2013;93700;1;0;1;0;1
2690;15;4.028.954.164;52;123462.38;6.964.285.714.285.710;3.035.714.285.714.280;9615063;0;12;0;2008;35000;0;1;0;0;2
2691;63;5.408.209.312;0;85039.47;6.964.285.714.285.710;3.035.714.285.714.280;0;0;1;0;1992;10000;0;1;0;0;2
2692;8;4.934.818.722;0;0.0;0.5;4.999.999.999.999.990;186280;0;5;0;2019;5000;1;0;1;0;1
2693;1;0.0;0;0.0;6.428.571.428.571.420;3.571.428.571.428.570;105548;0;12;0;2017;30000;0;0;1;0;1
2694;3;0.0;0;0.0;9.642.857.142.857.140;357.142.857.142.857;16689723;10389488;11;6300235;1988;400000;0;0;0;1;0
2695;3;6.157.294.595;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;102507810;0;12;0;2008;100000;0;1;0;0;2
2696;11;4.240.991.321;31;559679.98;0.75;0.25;584549566;308221898;12;276327668;2008;1500000;0;1;0;0;2
2697;3;4.121.689.535;37;17996.78;6.428.571.428.571.420;3.571.428.571.428.570;989289;0;12;0;2017;30000;1;0;1;0;1
2698;94;5.122.162.537;126;238921.23;8.571.428.571.428.570;1.428.571.428.571.420;9489572;3539445;12;5950127;1996;480000;1;1;0;0;2
2699;41;5.298.735.164;11;6985.33;7.142.857.142.857.140;2.857.142.857.142.850;4824041;1996380;12;2827661;2008;100000;0;1;0;0;2
2700;9;34.052.736.969.999.900;0;0.0;9.107.142.857.142.850;892.857.142.857.142;3092834;847494;12;2245340;1999;150000;1;0;0;1;0
2701;15;2.110.700.572;0;0.0;5.714.285.714.285.710;4.285.714.285.714.280;297359;0;12;0;2011;10000;1;0;1;0;1
2702;19;5.011.557.372;0;7875.0;8.214.285.714.285.710;1.785.714.285.714.280;6530997;0;12;0;1995;150000;1;1;0;0;2
2703;7;5.077.361.631;34;103123.36;9.107.142.857.142.850;892.857.142.857.142;32676701;10732194;12;21944507;1991;1000000;0;0;0;1;0
2704;4;5.484.069.717;26;15300.0;8.035.714.285.714.280;1.964.285.714.285.710;19673862;15811268;12;3862594;2010;1500000;1;1;0;0;2
2705;3;4.697.247.613;26;16155.36;5.357.142.857.142.850;4.642.857.142.857.140;0;0;1;0;2017;100000;1;0;1;0;1
2706;3;0.0;0;0.0;5.357.142.857.142.850;4.642.857.142.857.140;0;0;1;0;2019;100000;0;0;1;0;1
2707;0;40.016.431;0;12560.0;6.428.571.428.571.420;3.571.428.571.428.570;6286650;906781;12;5379869;2018;100000;1;0;1;0;1
2708;22;3.526.450.637;15;18185.3;6.071.428.571.428.570;3.928.571.428.571.420;9517270;0;12;0;2014;180000;0;0;1;0;1
2709;9;4.325.313.281;0;0.0;6.428.571.428.571.420;3.571.428.571.428.570;1469048;-598432;12;2067480;2009;30000;1;0;1;0;1
2710;0;3.866.329.387;0;22692.0;0.75;0.25;0;0;1;0;2007;400000;1;1;0;0;2
2711;0;5.804.015.610.000.000;10;1500.0;9.107.142.857.142.850;892.857.142.857.142;57405770;25359557;12;32046213;2006;300000;1;0;0;1;0
2712;92;0.0;0;0.0;6.428.571.428.571.420;3.571.428.571.428.570;3539940;924343;3;2615597;2017;100000;0;0;1;0;1
2713;4;4.348.023.596;27;20838.54;8.392.857.142.857.140;1.607.142.857.142.850;1366296;616460;7;749836;2015;40000;1;1;0;0;2
2714;0;2.390.143.433;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;2887280;0;12;0;2013;25000;1;1;0;0;2
2715;7;4.353.776.878;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;3224336;0;12;0;2009;200000;1;1;0;0;2
2716;4;0.0;0;0.0;9.642.857.142.857.140;357.142.857.142.857;421397565;170073140;12;251324425;1988;2790000;0;0;0;1;0
2717;28;4.369.992.518;19;3960.67;4.464.285.714.285.710;5.535.714.285.714.280;857417;0;12;0;2018;30000;1;0;0;0;1
2718;5;6.120.783.664;40;5775.41;0.75;0.25;9175923;0;12;0;2005;80000;1;1;0;0;2
2719;4;0.0;0;0.0;8.035.714.285.714.280;1.964.285.714.285.710;2218916229;837710879;12;1381205350;2010;9000;0;1;0;0;3
2720;13;581.735.286;0;0.0;9.107.142.857.142.850;892.857.142.857.142;1706534;1706534;5;0;2011;50000;1;0;0;1;0
2721;6;6.113.405.893;20;136440.0;0.75;0.25;0;0;1;0;2006;6330000;1;1;0;0;2
2722;9;4.063.670.654;18;55807.5;7.321.428.571.428.570;2.678.571.428.571.420;2525305;1010122;12;1515183;2017;100000;1;1;0;0;2
2723;6;49.618.682.770.000.000;11;9670.35;4.642.857.142.857.140;5.357.142.857.142.850;49441;0;9;0;2019;99800;1;0;0;0;1
2724;6;508.244.854;39;34849.01;8.035.714.285.714.280;1.964.285.714.285.710;17601477;6135514;12;11465963;1971;550000;1;1;0;0;2
2725;5;0.0;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;15123077;6542244;12;8580833;1984;800000;0;1;0;0;2
2726;33;3.610.682.517;0;0.0;6.964.285.714.285.710;3.035.714.285.714.280;1003858;0;12;0;1989;9700;1;1;0;0;2
2727;5;6.010.166.008;0;0.0;9.642.857.142.857.140;357.142.857.142.857;387672746;114177949;3;273494797;2004;19000000;0;0;0;1;0
2728;0;2.780.047.594;0;0.0;5.535.714.285.714.280;4.464.285.714.285.710;301827;0;12;0;2018;0;1;0;1;0;1
2729;2;26.107.943.289.999.900;0;0.0;8.392.857.142.857.140;1.607.142.857.142.850;3971983;1639579;12;2332404;2009;120000;1;1;0;0;2
2730;0;0.0;0;0.0;0.75;0.25;1385485;0;12;0;1976;1000000;0;1;0;0;2
2731;0;3.792.333.333;0;0.0;8.214.285.714.285.710;1.785.714.285.714.280;1514705;391857;12;1122848;2010;94000;1;1;0;0;2
2732;0;3.792.333.333;0;0.0;9.464.285.714.285.710;535.714.285.714.285;13524430;5897895;12;7626535;2006;80000;1;0;0;1;0
2733;20;3.207.537.313;19;2680.0;6.428.571.428.571.420;3.571.428.571.428.570;4788557;1915423;12;2873134;2015;100000;0;0;1;0;1
2734;5;2.104.147.059;0;0.0;6.785.714.285.714.280;3.214.285.714.285.710;2833660;1627675;12;1205985;2016;200000;0;0;1;0;1
2735;18;0.0;0;0.0;5.357.142.857.142.850;4.642.857.142.857.140;1200000;0;12;0;2017;15000;0;0;1;0;1
2736;15;4.028.954.164;52;123462.38;6.964.285.714.285.710;3.035.714.285.714.280;9615063;0;12;0;2008;35000;0;1;0;0;2
2737;13;0.0;0;0.0;6.964.285.714.285.710;3.035.714.285.714.280;3870254;2051716;12;1818538;2010;100000;0;1;0;0;2
2738;31;0.0;0;0.0;5.357.142.857.142.850;4.642.857.142.857.140;6533829;0;12;0;2017;100000;0;0;1;0;1
2739;99;3.963.797.644;0;0.0;4.464.285.714.285.710;5.535.714.285.714.280;820872;0;12;0;2014;160000;0;0;0;0;1
2740;34;0.0;0;0.0;0.75;0.25;1353047;548226;12;804821;2011;200000;0;1;0;0;2
2741;5;6.357.338.888;0;0.0;9.464.285.714.285.710;535.714.285.714.285;155916155;72163739;12;83752416;1988;127256221;1;0;0;1;0
2742;32;0.0;0;0.0;6.964.285.714.285.710;3.035.714.285.714.280;1585357;0;12;0;2011;5000;0;1;0;0;2
2743;22;3.526.450.637;15;18185.3;6.071.428.571.428.570;3.928.571.428.571.420;9517270;0;12;0;2014;180000;0;0;1;0;1
2744;3;2.571.144.261;0;0.0;625;375;983124;0;12;0;2017;40000;1;0;1;0;1
2745;0;2.817.467.795;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
2746;4;4.848.944.163;154;6222.35;0.75;0.25;5303878;0;12;0;2008;95400;1;1;0;0;2
2747;0;4.310.526.723;0;0.0;5.357.142.857.142.850;4.642.857.142.857.140;0;0;1;0;2016;90000;1;0;1;0;1
2748;0;2.817.467.795;0;0.0;6.428.571.428.571.420;3.571.428.571.428.570;5345726;1341423;12;4004303;2017;10000;1;0;1;0;1
2749;14;3.798.753.393;0;0.0;5.892.857.142.857.140;4.107.142.857.142.850;189586;0;2;0;2008;78800;1;0;1;0;1
2750;5;5.025.590.654;0;0.0;0.75;0.25;2780480;0;12;0;2017;50000;1;1;0;0;2
2751;6;0.0;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;0;0;0;1;0
2752;6;0.0;0;0.0;6.071.428.571.428.570;3.928.571.428.571.420;712945;0;12;0;2016;10000;0;0;1;0;1
2753;47;0.0;0;0.0;7.678.571.428.571.420;2.321.428.571.428.570;6296357;2642587;10;3653770;1995;100000;0;1;0;0;2
2754;6;0.0;0;0.0;6.071.428.571.428.570;3.928.571.428.571.420;712945;0;12;0;2016;10000;0;0;1;0;1
2755;4;0.0;0;0.0;0.75;0.25;12437757;2465186;12;9972571;2010;1000000;0;1;0;0;2
2756;0;49.803.881;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;169235;53711;12;115524;1993;45000;1;1;0;0;2
2757;0;3.873.518.703;43;12126.09;875;125;17677975;0;12;0;2014;1000000;1;1;0;0;2
2758;0;41.448.896.090.000.000;0;0.0;5.357.142.857.142.850;4.642.857.142.857.140;805250;0;8;0;2019;100000;1;0;1;0;1
2759;8;3.897.275.988;41;20966.63;8.571.428.571.428.570;1.428.571.428.571.420;4196329;0;12;0;2011;300000;1;1;0;0;2
2760;18;38.429.354.950.000.000;0;0.0;8.035.714.285.714.280;1.964.285.714.285.710;1746931;1746931;12;0;2015;30000;0;1;0;0;2
2761;26;6.204.937.249;29;5369.16;8.035.714.285.714.280;1.964.285.714.285.710;8807186;0;12;0;2005;50000;1;1;0;0;2
2762;8;26.333.941.559.999.900;0;0.0;9.642.857.142.857.140;357.142.857.142.857;9930925;5182888;12;4748037;2005;1000000;1;0;0;1;0
2763;19;5.707.778.356.000.000;47;3844.0;6.964.285.714.285.710;3.035.714.285.714.280;0;0;1;0;2001;50000;0;1;0;0;2
2764;43;2.458.177.861;27;6432.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
2765;6;3.933.354.207;0;3420.0;6.964.285.714.285.710;3.035.714.285.714.280;12387774;10263198;12;2124576;2015;150000;1;1;0;0;2
2766;25;5.662.040.907;18;7752.24;6.964.285.714.285.710;3.035.714.285.714.280;1317788;0;12;0;2005;24000;1;1;0;0;2
2767;0;8.063.552.462.000.000;0;0.0;9.464.285.714.285.710;535.714.285.714.285;434115695;176441323;12;257674372;1996;339943809;1;0;0;1;0
2768;11;3.468.349.625;0;3428.52;1.0;0.0;0;16209878;10;28390609;2006;11214526;0;0;0;1;0
2769;11;3.468.349.625;0;3428.52;9.107.142.857.142.850;892.857.142.857.142;2909590;1772352;12;1137238;2010;300000;0;0;0;1;0
2770;43;2.458.177.861;27;6432.0;8.928.571.428.571.420;1.071.428.571.428.570;70195527;22686830;12;47508697;2000;1000000;1;0;0;1;0
2771;18;4.277.121.236;53;254809.13;8.571.428.571.428.570;1.428.571.428.571.420;19403369;7719052;12;11684317;2006;106000;0;1;0;0;2
2772;0;3.636.511.918;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;939129;0;5;0;2011;150000;1;1;0;0;2
2773;43;4.938.083.199;0;0.0;0.75;0.25;2091376;733978;12;1357398;2009;100000;1;1;0;0;2
2774;0;4.751.170.147;0;0.0;8.035.714.285.714.280;1.964.285.714.285.710;1829215;0;4;0;1998;20000;1;1;0;0;2
2775;17;3.606.542.811;0;0.0;8.035.714.285.714.280;1.964.285.714.285.710;2713897;0;12;0;2014;40000;0;1;0;0;2
2776;20;214.009.057;44;6825.0;9.107.142.857.142.850;892.857.142.857.142;6313954;2269819;12;4044135;2007;30000;0;0;0;1;0
2777;7;3.277.825.985;0;0.0;6.964.285.714.285.710;3.035.714.285.714.280;3771457;0;12;0;2017;93700;1;1;0;0;2
2778;19;0.0;0;0.0;8.214.285.714.285.710;1.785.714.285.714.280;642151149;215273375;12;426877774;2008;2000000;0;1;0;0;2
2779;16;0.0;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;0;0;0;1;0
2780;12;5.543.835.022;15;1491736.37;7.321.428.571.428.570;2.678.571.428.571.420;0;0;1;0;2011;97650000;1;1;0;0;2
2781;29;3.969.189.612;0;28978.33;6.428.571.428.571.420;3.571.428.571.428.570;15541875;4882386;12;10659489;2016;100000;1;0;1;0;1
2782;5;5.117.253.784;18;87561.0;9.642.857.142.857.140;357.142.857.142.857;48433706;10181046;12;38252660;2010;1200000;1;0;0;1;0
2783;35;3.104.742.762;25;46949.3;5.714.285.714.285.710;4.285.714.285.714.280;282662079;76580978;6;206081101;1996;96791092;0;0;1;0;1
2784;4;0.0;0;0.0;8.035.714.285.714.280;1.964.285.714.285.710;649151149;222273375;12;426877774;2017;2000000;0;1;0;0;2
2785;4;3.501.754.325;102;208980.0;9.642.857.142.857.140;357.142.857.142.857;20332006;6565198;12;13766808;2000;120000;1;0;0;1;0
2786;740;0.0;0;0.0;8.035.714.285.714.280;1.964.285.714.285.710;26654785;0;12;0;2001;700000;0;1;0;0;2
2787;62;0.0;0;0.0;6.071.428.571.428.570;3.928.571.428.571.420;4217666;1899182;12;2318484;2009;100000;0;0;1;0;1
2788;224;3.144.315.725;26;31523.31;5.892.857.142.857.140;4.107.142.857.142.850;2064710;0;12;0;2013;95400;1;0;1;0;1
2789;7;0.0;0;0.0;9.285.714.285.714.280;714.285.714.285.714;4584806;1990095;12;2594711;2009;33000;0;0;0;1;0
2790;6;4.315.224.568;42;41017.32;5.535.714.285.714.280;4.464.285.714.285.710;1792089;717666;3;1074423;2016;850000;0;0;1;0;1
2791;4;3.145.752.451;0;0.0;625;375;0;0;1;0;1990;530000;1;0;1;0;1
2792;0;0.0;0;0.0;7.321.428.571.428.570;2.678.571.428.571.420;1653213;0;12;0;1996;5000;0;1;0;0;2
2793;4;0.0;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;0;0;0;1;0
2794;5;5.440.276.558;8;4800.0;5.357.142.857.142.850;4.642.857.142.857.140;1714093;0;12;0;2018;30000;1;0;1;0;1
2795;3;0.0;0;0.0;5.357.142.857.142.850;4.642.857.142.857.140;0;0;1;0;2019;100000;0;0;1;0;1
2796;3;5.481.027.542;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;28904905;0;12;0;1966;700000;1;1;0;0;2
2797;10;2.810.686.763;0;0.0;6.428.571.428.571.420;3.571.428.571.428.570;336832;304453;12;32379;2014;100000;1;0;1;0;1
2798;3;3.418.487.932;0;52649.1;9.642.857.142.857.140;357.142.857.142.857;18866297;7630338;11;11235959;2014;500000;1;0;0;1;0
2799;3;3.699.525.401;0;0.0;0.75;0.25;951210;0;12;0;2009;5000;1;1;0;0;2
2800;25;44.257.475.259.999.900;0;9769.12;6.964.285.714.285.710;3.035.714.285.714.280;3656177;0;12;0;2012;120000;0;1;0;0;2
2801;21;4.720.463.136;8;33706.67;0.75;0.25;24041345;8981157;12;15060188;1998;500000;0;1;0;0;2
2802;34;35.920.201.770.000.000;0;0.0;8.214.285.714.285.710;1.785.714.285.714.280;4624099;0;12;0;2005;40000;0;1;0;0;2
2803;120;0.0;0;0.0;8.035.714.285.714.280;1.964.285.714.285.710;2990990;1345995;12;1644995;2010;99800;0;1;0;0;2
2804;3;3.302.411.765;122;9800.0;625;375;318821;0;6;0;2017;100000;0;0;1;0;1
2805;5;5.062.458.972.999.990;0;0.0;7.142.857.142.857.140;2.857.142.857.142.850;4025170;0;5;0;2016;200000;1;1;0;0;2
2806;4;4.005.626.301;0;0.0;8.035.714.285.714.280;1.964.285.714.285.710;5494705;1228122;12;4266583;2013;140000;1;1;0;0;2
2807;5;0.0;0;0.0;9.821.428.571.428.570;178.571.428.571.428;2367371;888587;12;1478784;2012;150000;0;0;0;1;0
2808;0;365.980.795;0;0.0;5.357.142.857.142.850;4.642.857.142.857.140;76200;0;12;0;2016;30000;1;0;1;0;1
2809;5;2.890.631.696;0;0.0;0.75;0.25;13313075;0;12;0;1996;110000;1;1;0;0;2
2810;2;5.541.379.882;0;0.0;875;125;114682989;0;5;0;1968;100000;1;1;0;0;2
2811;16;0.0;0;0.0;0.75;0.25;63666127;17870184;12;45795943;2004;30515674;0;1;0;0;2
2812;10;4.002.238.931;12;2992.5;6.964.285.714.285.710;3.035.714.285.714.280;812209;0;12;0;2013;10000;1;1;0;0;2
2813;2;5.384.675.313;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;939895;700615;12;239280;2003;100000;1;1;0;0;2
2814;15;2.866.087.303;26;46346.4;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
2815;15;2.866.087.303;26;46346.4;0.75;0.25;12086592;0;12;0;1996;450000;1;1;0;0;2
2816;149;24.590.085.109.999.900;222;94801.68;8.035.714.285.714.280;1.964.285.714.285.710;11746269;3695790;12;8050479;2011;1425000;1;1;0;0;2
2817;0;39.508.479.799.999.900;0;0.0;5.892.857.142.857.140;4.107.142.857.142.850;336832;304453;12;32379;2015;80000;1;0;1;0;1
2818;15;3.196.524.397;12;1428.0;8.035.714.285.714.280;1.964.285.714.285.710;182221587;0;12;0;2009;2551000;1;1;0;0;2
2819;14;5.650.457.739;42;118195.87;6.428.571.428.571.420;3.571.428.571.428.570;119119198;31888914;12;87230284;2004;3000000;1;0;1;0;1
2820;0;6.266.584.035;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;14726608;0;12;0;1999;140000;1;1;0;0;2
2821;3;4.534.606.424;37;6877.68;6.428.571.428.571.420;3.571.428.571.428.570;0;0;1;0;2006;10000;1;0;1;0;1
2822;0;5.362.688.882;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;114682989;0;5;0;1987;20000;1;1;0;0;2
2823;2;37.576.108.090.000.000;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;114682989;0;5;0;1997;100000;1;1;0;0;2
2824;2;34.189.278.659.999.900;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;114682989;0;5;0;2005;100000;1;1;0;0;2
2825;2;3.246.856.403;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;114682989;0;5;0;2006;30000;1;1;0;0;2
2826;9;3.790.929.939;0;0.0;9.107.142.857.142.850;892.857.142.857.142;8582943;3808420;12;4774523;2003;150000;1;0;0;1;0
2827;74;39.874.559.579.999.900;0;58080.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
2828;0;0.0;0;0.0;6.428.571.428.571.420;3.571.428.571.428.570;0;0;1;0;1982;1000000;0;0;1;0;1
2829;9;5.365.127.399;9;12018.83;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
2830;4;5.594.679.562;0;0.0;0.75;0.25;3035326;2213268;12;822058;2004;100000;1;1;0;0;2
2831;51;5.226.922.849;0;0.0;6.071.428.571.428.570;3.928.571.428.571.420;15197301;5768722;12;9428579;2012;400000;0;0;1;0;1
2832;8;4.147.653.373;53;8760.29;8.571.428.571.428.570;1.428.571.428.571.420;1483817;645509;12;838308;1992;100000;0;1;0;0;2
2833;26;0.0;0;0.0;9.107.142.857.142.850;892.857.142.857.142;46883829;0;12;0;1978;500000;0;0;0;1;0
2834;57;2.985.736.038;80;57600.0;8.035.714.285.714.280;1.964.285.714.285.710;4584806;1990095;12;2594711;2014;110000;0;1;0;0;2
2835;3;6.838.812.081;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;74640778;0;12;0;1991;200000;1;1;0;0;2
2836;4;5.687.188.261;2;1111.14;8.571.428.571.428.570;1.428.571.428.571.420;22291344;0;12;0;1997;7500000;1;1;0;0;2
2837;7;5.094.196.104;0;0.0;0.75;0.25;991009;0;12;0;2012;60000;1;1;0;0;2
2838;5;1.280.423.058;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;1809478;0;12;0;2013;10000;1;1;0;0;2
2839;42;1.353.130.079;0;2432.0;7.321.428.571.428.570;2.678.571.428.571.420;3105934;1152090;12;1953844;2002;480000;0;1;0;0;2
2840;7;22.283.481.489.999.900;0;0.0;5.357.142.857.142.850;4.642.857.142.857.140;229996;0;5;0;2018;0;1;0;1;0;1
2841;13;5.430.809.805;28;18605.3;0.75;0.25;4143203;0;12;0;1997;800000;1;1;0;0;2
2842;40;3.788.629.947;0;0.0;4.464.285.714.285.710;5.535.714.285.714.280;227120;0;12;0;2018;80000;1;0;0;0;1
2843;53;3.583.783.697;51;1985132.91;0.75;0.25;23661369;8883496;3;14777873;1991;500000;0;1;0;0;2
2844;0;5.611.879.619;13;1220.0;0.75;0.25;2888885;0;12;0;2017;100000;1;1;0;0;2
2845;23;5.582.246.377.000.000;0;0.0;7.142.857.142.857.140;2.857.142.857.142.850;28233980;0;12;0;1988;1000000;0;1;0;0;2
2846;18;4.387.038.232;0;0.0;6.607.142.857.142.850;3.392.857.142.857.140;1242126;0;12;0;2012;100000;0;0;1;0;1
2847;10;6.881.583.595.999.990;88;7386.67;1.0;0.0;0;16209878;10;28390609;2006;11214526;0;0;0;1;0
2848;10;6.881.583.595.999.990;88;7386.67;7.678.571.428.571.420;2.321.428.571.428.570;2748139;0;12;0;2006;10000;0;1;0;0;2
2849;3;4.477.745.004;0;0.0;6.607.142.857.142.850;3.392.857.142.857.140;1180843;0;12;0;2017;84500;1;0;1;0;1
2850;6;0.0;0;0.0;7.321.428.571.428.570;2.678.571.428.571.420;4045130;0;12;0;2014;72400;0;1;0;0;2
2851;16;4.701.973.788;25;985.0;6.428.571.428.571.420;3.571.428.571.428.570;1126985;0;12;0;2018;99800;1;0;1;0;1
2852;8;0.0;0;0.0;0.75;0.25;559066;0;12;0;1966;2;0;1;0;0;2
2853;4;3.626.027.927;0;14616.0;6.428.571.428.571.420;3.571.428.571.428.570;0;0;1;0;2011;1000;1;0;1;0;1
2854;42;4.802.572.479;0;0.0;5.535.714.285.714.280;4.464.285.714.285.710;5445000;0;12;0;2013;100000;1;0;1;0;1
2855;279;3.153.470.425;0;0.0;8.035.714.285.714.280;1.964.285.714.285.710;2403226;0;12;0;1998;40000;1;1;0;0;2
2856;13;5.430.809.805;28;18605.3;0.75;0.25;4143203;0;12;0;1997;800000;1;1;0;0;2
2857;3;6.366.723.603;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;23714453;4030137;9;19684316;2019;399900;1;1;0;0;2
2858;74;3.307.467.471;21;12960.0;7.678.571.428.571.420;2.321.428.571.428.570;5654672;3416672;12;2238000;2008;100000;1;1;0;0;2
2859;23;5.306.585.034;36;246173.7;8.035.714.285.714.280;1.964.285.714.285.710;7851499;2967881;12;4883618;1999;100000;1;1;0;0;2
2860;7;39.326.315.689.999.900;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;2035504;0;12;0;2005;200000;1;1;0;0;2
2861;2;4.243.740.137;73;6786.67;0.75;0.25;8144714;0;12;0;1995;100000;1;1;0;0;2
2862;6;35.377.320.520.000.000;68;31876.9;6.428.571.428.571.420;3.571.428.571.428.570;2774207;0;9;0;2006;133000;1;0;1;0;1
2863;26;5.563.488.084;0;0.0;6.428.571.428.571.420;3.571.428.571.428.570;247238;83912;12;163326;2016;80000;0;0;1;0;1
2864;9;4.706.814.281;35;529387.04;8.571.428.571.428.570;1.428.571.428.571.420;20560028;4875101;12;15684927;2018;100000;1;1;0;0;2
2865;24;4.692.603.175;27;25200.0;7.499.999.999.999.990;0.25;110289198;31087083;12;79202115;1986;3600000;0;1;0;0;2
2866;15;2.505.158.592;0;0.0;6.785.714.285.714.280;3.214.285.714.285.710;2629444;0;12;0;1991;99000;0;0;1;0;1
2867;10;6.881.583.595.999.990;88;7386.67;6.785.714.285.714.280;3.214.285.714.285.710;2748139;0;12;0;2006;10000;0;0;1;0;1
2868;5;4.123.162.857;0;20797.0;0.75;2.499.999.999.999.990;1668975;0;12;0;2018;200000;1;1;0;0;2
2869;236;5.898.276.906.000.000;0;0.0;5.892.857.142.857.140;4.107.142.857.142.850;0;0;1;0;2013;100000;0;0;1;0;1
2870;4;0.0;0;0.0;0.75;0.25;0;0;1;0;2011;5000;0;1;0;0;2
2871;5;4.123.162.857;0;20797.0;0.75;2.499.999.999.999.990;1668975;0;12;0;2018;200000;1;1;0;0;2
2872;22;2.992.422.674;0;0.0;0.75;0.25;13806979;0;12;0;1998;600000;1;1;0;0;2
2873;8;6.474.171.732;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;4606547;0;6;0;2003;849000;1;1;0;0;2
2874;0;42.150.971.740.000.000;0;0.0;8.928.571.428.571.420;1.071.428.571.428.570;2236657;0;12;0;1999;90000;1;0;0;1;0
2875;0;0.0;0;0.0;7.321.428.571.428.570;2.678.571.428.571.420;3919267;1433311;12;2485956;2016;100000;0;1;0;0;2
2876;27;29.222.112.100.000.000;0;4133.34;9.107.142.857.142.850;892.857.142.857.142;42475939;20802033;12;21673906;1979;1500000;1;0;0;1;0
2877;0;4.188.724.708;0;0.0;0.75;2.499.999.999.999.990;4734153;2225000;12;2509153;2017;150000;1;1;0;0;2
2878;2;1.719.910.304;60;57600.0;6.428.571.428.571.420;3.571.428.571.428.570;1806612;0;6;0;2017;350000;1;0;1;0;1
2879;0;49.312.833.409.999.900;0;0.0;8.928.571.428.571.420;1.071.428.571.428.570;2013631;0;12;0;2013;100000;1;0;0;1;0
2880;21;611.512.746;0;0.0;8.035.714.285.714.280;1.964.285.714.285.710;5039206;1147881;12;3891325;2005;150000;1;1;0;0;2
2881;5;3.699.312.072;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;1660941;0;12;0;2012;50000;1;1;0;0;2
2882;3;6.194.585.212;0;0.0;625;375;693182;0;12;0;2013;10000;1;0;1;0;1
2883;3;3.785.796.532;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;4575299;0;12;0;1991;150000;1;1;0;0;2
2884;0;4.882.920.025;0;0.0;9.107.142.857.142.850;892.857.142.857.142;66340407;22054733;12;44285674;1990;1000000;1;0;0;1;0
2885;19;4.239.220.748;0;0.0;8.035.714.285.714.280;1.964.285.714.285.710;3219000;0;12;0;2007;20000;1;1;0;0;2
2886;0;4.672.693.786;38;5535.4;8.928.571.428.571.420;1.071.428.571.428.570;1219218;0;8;0;1972;6000;1;0;0;1;0
