indice;maior_atraso ;margem_bruta_acumulada;prazo_medio_recebimento_vendas;titulos_em_aberto;diferenca_percentual_risco;percentualRisco;faturamento_bruto;margem_bruta;periodo_demonstrativo_em_meses;custos;ano_fundacao;capital_social;score_pontualidade;risco_baixo;risco_medio;risco_muito_baixo;grupo
6138;0;0.0;0;0.0;6.785.714.285.714.280;3.214.285.714.285.710;3472193;0;11;0;2019;1000000;0;0;1;0;1
6139;60;4.485.772.496;36;368372.0;9.107.142.857.142.850;892.857.142.857.142;46145958;10304339;12;35841619;2006;1000000;0;0;0;1;0
6140;5;4.454.661.197;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;1013977;0;5;0;1988;20000;1;1;0;0;2
6141;16;4.530.231.611;13;23446.08;8.035.714.285.714.280;1.964.285.714.285.710;784918;0;6;0;1985;30000;0;1;0;0;2
6142;11;5.237.430.470.000.000;36;17522.74;8.035.714.285.714.280;1.964.285.714.285.710;3111636;2879067;12;232569;2001;50000;1;1;0;0;2
6143;29;3.939.656.595;48;879884.57;6.964.285.714.285.710;3.035.714.285.714.280;46112766;11742693;9;34370073;2009;5000;0;1;0;0;2
6144;72;4.042;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;7850297;3514603;6;4335694;2006;2000000;0;1;0;0;2
6145;0;6.285.771.776;0;2640.0;875;125;11593568;6330134;3;5263434;2011;80000;1;1;0;0;2
6146;38;5.443.622.859;0;0.0;5.892.857.142.857.140;4.107.142.857.142.850;4974859;0;12;0;2010;150000;1;0;1;0;1
6147;25;5.662.040.907;18;7752.24;5.892.857.142.857.140;4.107.142.857.142.850;1317788;0;12;0;2005;24000;1;0;1;0;1
6148;0;0.0;0;0.0;8.928.571.428.571.420;1.071.428.571.428.570;1923058;318565;12;1604493;1991;120000;0;0;0;1;0
6149;0;5.671.064.697;86;8566.4;9.107.142.857.142.850;892.857.142.857.142;26181878;21721994;6;4459884;1991;600000;1;0;0;1;0
6150;22;39.999.709.299.999.900;173;10212.0;5.892.857.142.857.140;4.107.142.857.142.850;2839041;0;12;0;2015;93700;1;0;1;0;1
6151;5;5.899.905.865;0;0.0;0.75;0.25;82394156;0;12;0;2006;0;1;1;0;0;2
6152;14;5.650.457.739;42;118195.87;6.428.571.428.571.420;3.571.428.571.428.570;120776175;33545891;12;87230284;2004;3000000;1;0;1;0;1
6153;3;3.471.739.714;46;22333.34;8.571.428.571.428.570;1.428.571.428.571.420;15991371;7509426;12;8481945;1993;500000;1;1;0;0;2
6154;4;5.492.659.285;8;33660.0;8.571.428.571.428.570;1.428.571.428.571.420;2586185;1426220;7;1159965;2016;600000;1;1;0;0;2
6155;0;5.081.952.921;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
6156;0;0.0;0;0.0;8.035.714.285.714.280;1.964.285.714.285.710;48929311;17406994;9;31522317;2009;580000;0;1;0;0;2
6157;14;5.650.457.739;42;118195.87;6.428.571.428.571.420;3.571.428.571.428.570;120776175;33545891;12;87230284;2004;3000000;1;0;1;0;1
6158;0;4.640.430.812;40;2766.67;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
6159;22;39.999.709.299.999.900;173;10212.0;5.892.857.142.857.140;4.107.142.857.142.850;2700351;0;7;0;2015;93700;1;0;1;0;1
6160;19;5.707.778.356.000.000;47;3844.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;0;0;0;1;0
6161;0;5.921.505.465;0;0.0;6.785.714.285.714.280;3.214.285.714.285.710;1311625;0;12;0;2011;10000;1;0;1;0;1
6162;0;4.640.430.812;40;2766.67;6.785.714.285.714.280;3.214.285.714.285.710;1232938;0;12;0;2019;20000;1;0;1;0;1
6163;0;0.0;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;6642318;3528440;12;3113878;2004;1000000;0;1;0;0;2
6164;3;3.183.404.981;0;0.0;0.75;0.25;35568390;0;12;0;2016;150000;1;1;0;0;2
6165;23;3.818.682.193;0;0.0;6.964.285.714.285.710;3.035.714.285.714.280;2698920;0;12;0;2005;300000;0;1;0;0;2
6166;9;4.690.957.976;0;0.0;0.75;0.25;1381561;174864;7;1206697;2005;20000;1;1;0;0;2
6167;18;38.429.354.950.000.000;0;0.0;6.964.285.714.285.710;3.035.714.285.714.280;1731793;0;12;0;2015;30000;0;1;0;0;2
6168;259;5.213.125.099;36;41582.3;6.428.571.428.571.420;3.571.428.571.428.570;4020321;3025183;12;995138;1982;300000;0;0;1;0;1
6169;0;5.919.421.775;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;2089420;0;12;0;2010;100000;1;1;0;0;2
6170;0;4.082.722.376;47;30550.01;1.0;0.0;1827429;1055755;12;771674;2007;10000;1;0;0;1;0
6171;7;0.0;0;0.0;5.357.142.857.142.850;4.642.857.142.857.140;2383715;0;12;0;2016;400000;0;0;1;0;1
6172;4;3.010.234.455;0;0.0;7.321.428.571.428.570;2.678.571.428.571.420;730839;0;7;0;2010;10000;1;1;0;0;2
6173;18;4.901.655.208;47;33269.26;7.678.571.428.571.420;2.321.428.571.428.570;4699829;2548248;12;2151581;2013;280000;1;1;0;0;2
6174;4;34.200.746.719.999.900;0;0.0;8.214.285.714.285.710;1.785.714.285.714.280;1711177;782223;12;928954;1991;102001;1;1;0;0;2
6175;14;5.650.457.739;42;118195.87;6.428.571.428.571.420;3.571.428.571.428.570;120776175;33545891;12;87230284;2004;3000000;1;0;1;0;1
6176;0;48.793.155.590.000.000;344;17193.6;9.464.285.714.285.710;535.714.285.714.285;2022711;736430;12;1286281;2010;100000;1;0;0;1;0
6177;19;5.707.778.356.000.000;47;3844.0;8.035.714.285.714.280;1.964.285.714.285.710;3783618;0;12;0;2001;50000;0;1;0;0;2
6178;60;4.485.772.496;36;368372.0;8.571.428.571.428.570;1.428.571.428.571.420;38358935;9120993;9;29237942;2006;1000000;0;1;0;0;2
6179;0;0.0;0;0.0;6.964.285.714.285.710;3.035.714.285.714.280;1671419;0;12;0;2001;40000;0;1;0;0;2
6180;23;5.536.921.381.000.000;0;0.0;7.499.999.999.999.990;0.25;8315519;0;12;0;1991;1200000;1;1;0;0;2
6181;0;0.0;0;0.0;7.678.571.428.571.420;2.321.428.571.428.570;48929311;17406994;9;31522317;2009;580000;0;1;0;0;2
6182;9;38.713.974.149.999.900;0;0.0;6.964.285.714.285.710;3.035.714.285.714.280;705892;0;12;0;2011;5000;1;1;0;0;2
6183;6;47.769.577.700.000.000;41;5057.4;0.75;0.25;1767559;0;12;0;2006;15000;1;1;0;0;2
6184;0;5.081.952.921;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
6185;4;4.848.944.163;154;6222.35;6.607.142.857.142.850;3.392.857.142.857.140;5303778;0;12;0;2008;95400;1;0;1;0;1
6186;0;5.363.710.502.000.000;148;28620.0;0.75;0.25;4267662;0;12;0;2013;50000;1;1;0;0;2
6187;3;2.859.018.765;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;2729180;0;12;0;1970;80000;1;1;0;0;2
6188;9;47.886.563.950.000.000;34;113370.0;0.75;0.25;44276940;19550284;12;24726656;2006;2897000;1;1;0;0;2
6189;8;4.027.320.189;0;0.0;7.142.857.142.857.140;2.857.142.857.142.850;305457;271776;12;33681;2005;200000;1;1;0;0;2
6190;3;44.367.712.740.000.000;507;154941.09;8.214.285.714.285.710;1.785.714.285.714.280;896648067;288100210;12;608547857;2002;78600000;1;1;0;0;2
6191;24;2.913.565.909;0;0.0;7.678.571.428.571.420;2.321.428.571.428.570;1073042;617576;12;455466;2014;200000;1;1;0;0;2
6192;4;2.684.997.314;25;7721.5;8.392.857.142.857.140;1.607.142.857.142.850;1817000;0;6;0;2008;600000;1;1;0;0;2
6193;9;4.706.814.281;35;529387.04;8.214.285.714.285.710;1.785.714.285.714.280;115538369;32774403;7;82763966;2018;1300020;1;1;0;0;2
6194;6;5.495.408.039;0;0.0;7.321.428.571.428.570;2.678.571.428.571.420;9466103;3791317;12;5674786;2007;100000;1;1;0;0;2
6195;0;4.640.430.812;40;2766.67;6.428.571.428.571.420;3.571.428.571.428.570;1232938;0;12;0;2019;20000;1;0;1;0;1
6196;5;4.237.398.539;185;2880.0;8.928.571.428.571.420;1.071.428.571.428.570;5257147;1650879;12;3606268;2002;104500;1;0;0;1;0
6197;7;0.0;0;0.0;0.75;0.25;13590316;4473156;7;9117160;2011;20000;0;1;0;0;2
6198;3;5.388.092.029;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
6199;4;6.278.513.413;268;318300.0;9.107.142.857.142.850;892.857.142.857.142;28328845;7030115;12;21298730;1986;500000;1;0;0;1;0
6200;5;4.653.190.616;111;15943.86;7.857.142.857.142.850;2.142.857.142.857.140;1160566;0;12;0;2011;50000;1;1;0;0;2
6201;9;5.365.127.399;9;12018.83;7.142.857.142.857.140;2.857.142.857.142.850;28336750;13396882;6;14939868;2002;500000;1;1;0;0;2
6202;0;5.081.952.921;0;0.0;8.035.714.285.714.280;1.964.285.714.285.710;28336750;13396882;6;14939868;2020;10000;1;1;0;0;2
6203;8;4.027.320.189;0;0.0;6.785.714.285.714.280;3.214.285.714.285.710;305457;271776;12;33681;2005;200000;1;0;1;0;1
6204;4;46.733.657.289.999.900;52;351900.0;6.607.142.857.142.850;3.392.857.142.857.140;1447670;0;7;0;2010;200000;1;0;1;0;1
6205;6;6.782.467.529.999.990;0;0.0;6.071.428.571.428.570;3.928.571.428.571.420;3455292;0;5;0;2017;100000;1;0;1;0;1
6206;20;5.091.346.392;0;0.0;4.464.285.714.285.710;5.535.714.285.714.280;97466;0;12;0;2016;90000;1;0;0;0;1
6207;2;5.382.234.937;0;0.0;0.75;0.25;2368250;0;12;0;2019;10000;1;1;0;0;2
6208;35;0.0;0;0.0;8.214.285.714.285.710;1.785.714.285.714.280;73301644;26350029;6;46951615;1994;3600000;0;1;0;0;2
6209;7;0.0;0;7700.0;625;375;3151155;0;12;0;2013;150000;1;0;1;0;1
6210;42;0.0;0;0.0;9.107.142.857.142.850;892.857.142.857.142;43053130;18207173;9;24845957;1998;100000;0;0;0;1;0
6211;10;5.705.925.674;130;4600.0;5.892.857.142.857.140;4.107.142.857.142.850;835963;0;6;0;1994;78800;1;0;1;0;1
6212;6;6.782.467.529.999.990;0;0.0;7.142.857.142.857.140;2.857.142.857.142.850;3455292;0;5;0;2017;100000;1;1;0;0;2
6213;96;4.852.968.167;58;1913477.53;0.75;0.25;96835508;38662962;12;58172546;1972;3000000;1;1;0;0;2
6214;4;5.552.716.108;0;0.0;6.607.142.857.142.850;3.392.857.142.857.140;1121995;0;12;0;2013;30000;1;0;1;0;1
6215;27;6.029.134.431.000.000;0;0.0;0.75;0.25;16031005;8027670;12;8003335;2013;100000;1;1;0;0;2
6216;96;4.852.968.167;58;1913477.53;0.75;0.25;73552802;27398940;9;46153862;1972;3000000;1;1;0;0;2
6217;20;4.540.878.993;20;1486.95;0.75;0.25;54785562;17960564;12;36824998;2002;75000;1;1;0;0;2
6218;6;5.495.408.039;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;12204267;6544006;9;5660261;2007;100000;1;1;0;0;2
6219;28;3.649.911.668;24;11796.6;3.928.571.428.571.420;6.071.428.571.428.570;5053103;0;12;0;2018;100000;1;0;0;0;1
6220;9;4.706.814.281;35;529387.04;8.214.285.714.285.710;1.785.714.285.714.280;115538369;32774403;7;82763966;2018;1300020;1;1;0;0;2
6221;43;3.700.701.446;0;2480.0;8.035.714.285.714.280;1.964.285.714.285.710;2300978;0;12;0;2005;60000;1;1;0;0;2
6222;7;0.0;0;7700.0;625;375;3151155;0;12;0;2013;150000;1;0;1;0;1
6223;0;0.0;0;0.0;6.964.285.714.285.710;3.035.714.285.714.280;2435132;0;12;0;2008;100000;0;1;0;0;2
6224;25;37.167.603.340.000.000;63;176480.0;6.428.571.428.571.420;3.571.428.571.428.570;12123699;3323523;12;8800176;2008;0;1;0;1;0;1
6225;4;4.142.679.257;0;0.0;0.75;0.25;0;0;1;0;2012;150000;1;1;0;0;2
6226;7;5.596.954.651;0;0.0;6.964.285.714.285.710;3.035.714.285.714.280;4407629;1382524;12;3025105;1999;100000;1;1;0;0;2
6227;4;5.827.578.109;0;0.0;0.75;0.25;1782390;0;6;0;2007;137000;1;1;0;0;2
6228;5;4.141.159.308;0;0.0;6.428.571.428.571.420;3.571.428.571.428.570;777457;0;12;0;1996;100000;0;0;1;0;1
6229;5;0.0;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;0;0;0;1;0
6230;6;49.618.682.770.000.000;11;9670.35;4.642.857.142.857.140;5.357.142.857.142.850;907631;0;12;0;2019;99800;1;0;0;0;1
6231;14;5.650.457.739;42;118195.87;6.428.571.428.571.420;3.571.428.571.428.570;120776175;33545891;12;87230284;2004;3000000;1;0;1;0;1
6232;14;3.093.371.409;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
6233;6;4.361.733.765;24;1250.1;6.428.571.428.571.420;3.571.428.571.428.570;0;0;1;0;2019;100000;1;0;1;0;1
6234;0;0.0;0;0.0;0.75;2.499.999.999.999.990;1826482;1078649;12;747833;2018;96000;0;1;0;0;2
6235;2;0.0;0;0.0;7.321.428.571.428.570;2.678.571.428.571.420;224662;0;12;0;2012;150000;0;1;0;0;2
6236;0;0.0;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;0;0;0;1;0
6237;3;4.792.305.167;0;0.0;9.642.857.142.857.140;357.142.857.142.857;2001493;712254;12;1289239;1985;30000;1;0;0;1;0
6238;4;3.626.027.927;0;14616.0;6.428.571.428.571.420;3.571.428.571.428.570;0;0;1;0;2011;1000;1;0;1;0;1
6239;17;0.0;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
6240;0;0.0;0;0.0;8.035.714.285.714.280;1.964.285.714.285.710;1792652;832335;12;960317;2008;100000;0;1;0;0;2
6241;5;3.793.966.492;0;0.0;6.428.571.428.571.420;3.571.428.571.428.570;490433;0;8;0;2014;10000;1;0;1;0;1
6242;0;6.296.360.075.999.990;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;5663275;0;7;0;2012;100000;1;1;0;0;2
6243;12;5.543.835.022;15;1491736.37;0.75;0.25;0;0;1;0;2011;979957432;1;1;0;0;2
6244;30;6.215.864.295;6;1093374.04;5.892.857.142.857.140;4.107.142.857.142.850;0;0;1;0;2010;979957432;1;0;1;0;1
6245;25;37.167.603.340.000.000;63;176480.0;6.428.571.428.571.420;3.571.428.571.428.570;12123699;3323523;12;8800176;2008;0;1;0;1;0;1
6246;6;5.042.425.110.000.000;0;365280.77;9.107.142.857.142.850;892.857.142.857.142;26720918;10433418;12;16287500;2007;600000;1;0;0;1;0
6247;4;0.0;0;0.0;5.357.142.857.142.850;4.642.857.142.857.140;0;0;1;0;2017;100000;0;0;1;0;1
6248;779;3.460.075.111;0;0.0;7.678.571.428.571.420;2.321.428.571.428.570;5565059;0;12;0;2006;400000;0;1;0;0;2
6249;3;31.769.166.670.000.000;0;0.0;6.964.285.714.285.710;3.035.714.285.714.280;1679471;0;12;0;2018;150000;1;1;0;0;2
6250;7;0.0;0;7700.0;625;375;3151155;0;12;0;2013;150000;1;0;1;0;1
6251;27;49.182.491.409.999.900;63;2836656.0;0.75;0.25;179041759;70856728;8;108185031;2005;728407;0;1;0;0;2
6252;36;0.0;0;0.0;625;375;28686224;26204012;6;2482212;2010;2500000;0;0;1;0;1
6253;18;0.0;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;73301644;26350029;12;46951615;2008;3600000;0;1;0;0;2
6254;0;4.955.061.058;0;0.0;8.928.571.428.571.420;1.071.428.571.428.570;4293350;0;12;0;1996;340000;1;0;0;1;0
6255;23;5.306.585.034;36;246173.7;8.035.714.285.714.280;1.964.285.714.285.710;7851499;2967881;12;4883618;1999;100000;1;1;0;0;2
6256;32;37.875.032.159.999.900;38;537860.61;6.964.285.714.285.710;3.035.714.285.714.280;43077966;13418412;6;29659554;2010;500000;0;1;0;0;2
6257;6;46.039.921.729.999.900;0;0.0;5.892.857.142.857.140;4.107.142.857.142.850;5449348;1729303;12;3720045;2017;100000;1;0;1;0;1
6258;0;6.285.771.776;0;2640.0;875;125;11593568;6330134;3;5263434;2011;80000;1;1;0;0;2
6259;35;5.845.285.889;0;164500.0;6.964.285.714.285.710;3.035.714.285.714.280;33454007;11746478;12;21707529;2001;250000;1;1;0;0;2
6260;2;5.081.950.689;0;0.0;0.75;0.25;683641;0;12;0;2006;5000;1;1;0;0;2
6261;8;47.465.977.719.999.900;0;26392.5;8.571.428.571.428.570;1.428.571.428.571.420;7999503;6203976;12;1795527;2013;250000;0;1;0;0;2
6262;2;6.097.575.953.000.000;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
6263;5;4.050.872.901;52;46501.19;0.75;2.499.999.999.999.990;354600;295780;12;58820;2002;0;1;1;0;0;2
6264;3;5.490.163.061;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;1633037;0;12;0;1996;300000;1;1;0;0;2
6265;28;0.0;0;0.0;6.964.285.714.285.710;3.035.714.285.714.280;58718236;20010469;12;38707767;2005;2000000;0;1;0;0;2
6266;19;0.0;0;0.0;7.142.857.142.857.140;2.857.142.857.142.850;642151149;215273375;12;426877774;2008;2000000;0;1;0;0;2
6267;4;0.0;0;0.0;8.035.714.285.714.280;1.964.285.714.285.710;642151149;215273375;12;426877774;2019;2000000;0;1;0;0;2
6268;25;3.298.917.267;0;0.0;8.214.285.714.285.710;1.785.714.285.714.280;2972579;1436891;12;1535688;2007;150000;1;1;0;0;2
6269;14;524.758.693;141;115033.33;8.571.428.571.428.570;1.428.571.428.571.420;189095178;62954518;10;126140660;1998;13358197;0;1;0;0;2
6270;3;5.126.153.152;114;765000.0;8.571.428.571.428.570;1.428.571.428.571.420;21535245;7235384;6;14299861;2018;1000000;1;1;0;0;2
6271;19;0.0;0;0.0;7.142.857.142.857.140;2.857.142.857.142.850;642151149;215273375;12;426877774;2008;2000000;0;1;0;0;2
6272;27;49.182.491.409.999.900;63;2836656.0;0.75;0.25;179041759;70856728;8;108185031;2005;728407;0;1;0;0;2
6273;27;49.182.491.409.999.900;63;2836656.0;0.75;0.25;179041759;70856728;8;108185031;2005;728407;0;1;0;0;2
6274;4;4.348.023.596;27;20838.54;8.392.857.142.857.140;1.607.142.857.142.850;1968864;750174;6;1218690;2015;40000;1;1;0;0;2
6275;4;4.348.023.596;27;20838.54;8.392.857.142.857.140;1.607.142.857.142.850;1968864;750174;6;1218690;2015;40000;1;1;0;0;2
6276;24;3.944.431.124;15;144651.38;7.142.857.142.857.140;2.857.142.857.142.850;34212141;16309174;7;17902967;2006;500000;0;1;0;0;2
6277;24;3.944.431.124;15;144651.38;7.142.857.142.857.140;2.857.142.857.142.850;34212141;16309174;7;17902967;2006;500000;0;1;0;0;2
6278;27;49.182.491.409.999.900;63;2836656.0;0.75;0.25;179041759;70856728;8;108185031;2005;728407;0;1;0;0;2
6279;5;4.438.676.667;341;30000.0;8.571.428.571.428.570;1.428.571.428.571.420;84754000;74129000;7;10625000;2000;0;1;1;0;0;2
6280;5;4.438.676.667;341;30000.0;8.571.428.571.428.570;1.428.571.428.571.420;84754000;74129000;7;10625000;2000;0;1;1;0;0;2
6281;2;6.097.575.953.000.000;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;2369242;0;12;0;2011;100000;1;1;0;0;2
6282;24;3.944.431.124;15;144651.38;1.0;0.0;0;16209878;10;28390609;2006;11214526;0;0;0;1;0
6283;27;49.182.491.409.999.900;63;2836656.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;0;0;0;1;0
6284;5;4.601.469.959;30;462717.79;8.571.428.571.428.570;1.428.571.428.571.420;20421216;9434729;12;10986487;2003;801000;1;1;0;0;2
6285;27;49.182.491.409.999.900;63;2836656.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;0;0;0;1;0
6286;27;49.182.491.409.999.900;63;2836656.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;0;0;0;1;0
6287;5;4.050.872.901;52;46501.19;0.75;2.499.999.999.999.990;354600;295780;12;58820;2002;0;1;1;0;0;2
6288;27;49.182.491.409.999.900;63;2836656.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;0;0;0;1;0
6289;26;46.891.799.170.000.000;19;340109.96;5.357.142.857.142.850;4.642.857.142.857.140;0;0;1;0;2015;80000;1;0;1;0;1
6290;13;2.194.002.789;33;5832.0;4.821.428.571.428.570;5.178.571.428.571.420;0;0;1;0;2008;220000;0;0;0;0;1
6291;10;3.908.721.543;0;0.0;6.964.285.714.285.710;3.035.714.285.714.280;1556668;0;12;0;2000;10000;1;1;0;0;2
6292;23;5.232.782.286;0;0.0;3.571.428.571.428.570;6.428.571.428.571.420;663441;0;12;0;2013;100000;1;0;0;0;1
6293;2;5.607.103.857;55;5400.0;6.428.571.428.571.420;3.571.428.571.428.570;9223754;0;12;0;2015;0;1;0;1;0;1
6294;3;6.180.315.495;0;0.0;5.357.142.857.142.850;4.642.857.142.857.140;0;0;1;0;2017;100000;1;0;1;0;1
6295;0;0.0;0;0.0;7.857.142.857.142.850;2.142.857.142.857.140;4359161;1960746;12;2398415;2000;300000;0;1;0;0;2
6296;18;627.505.787;24;34920.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
6297;76;6.142.713.193;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;0;0;0;1;0
6298;0;6.093.137.255;0;0.0;6.428.571.428.571.420;3.571.428.571.428.570;810931;0;8;0;2013;100000;1;0;1;0;1
6299;4;4.235.857.776;3;5075.2;9.642.857.142.857.140;357.142.857.142.857;18790402;6632690;12;12157712;1998;300000;1;0;0;1;0
6300;0;0.0;0;0.0;9.107.142.857.142.850;892.857.142.857.142;1523427000;779788000;12;743639000;1966;440077657;0;0;0;1;3
6301;5;6.139.476.892;0;0.0;7.321.428.571.428.570;2.678.571.428.571.420;14942300;5455181;12;9487119;1996;40000;1;1;0;0;2
6302;34;24.866.747.600.000.000;253;109200.0;5.892.857.142.857.140;4.107.142.857.142.850;4359161;0;12;0;2000;300000;0;0;1;0;1
6303;4;4.794.692.175;18;54535.26;9.107.142.857.142.850;892.857.142.857.142;1853472;441060;12;1412412;2003;10000;1;0;0;1;0
6304;32;578.498.227;0;137676.67;6.607.142.857.142.850;3.392.857.142.857.140;23734313;11307288;12;12427025;2017;1500000;1;0;1;0;1
6305;93;34.447.473.939.999.900;0;0.0;5.535.714.285.714.280;4.464.285.714.285.710;85098;0;6;0;2015;62900;1;0;1;0;1
6306;76;6.142.713.193;0;0.0;6.607.142.857.142.850;3.392.857.142.857.140;2786636;0;12;0;2016;20000;0;0;1;0;1
6307;404;5.692.864.616;0;0.0;625;375;946991;0;12;0;2016;20000;0;0;1;0;1
6308;18;627.505.787;24;34920.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
6309;18;627.505.787;24;34920.0;4.464.285.714.285.710;5.535.714.285.714.280;158431;0;3;0;2018;95400;1;0;0;0;1
6310;0;0.0;0;0.0;8.392.857.142.857.140;1.607.142.857.142.850;20442472;5465069;12;14977403;1978;500000;0;1;0;0;2
6311;0;0.0;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;0;0;0;1;0
6312;2;36.978.226.119.999.900;0;0.0;0.75;0.25;3242255;0;12;0;2011;20000;1;1;0;0;2
6313;0;0.0;0;0.0;625;375;2369242;0;10;0;2019;100000;0;0;1;0;1
6314;5;6.402.396.479;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;3972905;0;12;0;2005;35000;1;1;0;0;2
6315;0;3.218.131.974;27;22026.66;9.107.142.857.142.850;892.857.142.857.142;985702000;288816000;12;696886000;2009;349071000;1;0;0;1;0
6316;2;41.929.473.240.000.000;46;4995.69;8.571.428.571.428.570;1.428.571.428.571.420;3172054;1168017;12;2004037;2016;300000;1;1;0;0;2
6317;3;49.398.649.850.000.000;0;0.0;0.75;0.25;0;0;1;0;2009;6300000;1;1;0;0;2
6318;14;5.189.080.828;18;4819.37;8.035.714.285.714.280;1.964.285.714.285.710;2620126;0;12;0;2005;0;1;1;0;0;2
6319;15;3.052.706.194;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;14139075;8321188;12;5817887;2008;3000000;0;1;0;0;2
6320;11;2.196.248.579;0;0.0;6.964.285.714.285.710;3.035.714.285.714.280;6477380;0;12;0;1995;1400000;0;1;0;0;2
6321;92;0.0;0;0.0;5.892.857.142.857.140;4.107.142.857.142.850;8212208;1900460;12;6311748;2017;185400;0;0;1;0;1
6322;5;526.992.319;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
6323;8;428.657.209;6;28862.81;6.428.571.428.571.420;3.571.428.571.428.570;1881447;1423064;7;458383;2019;150000;1;0;1;0;1
6324;0;43.707.979.799.999.900;0;29700.0;8.571.428.571.428.570;1.428.571.428.571.420;1830596;1238817;8;591779;2001;100000;1;1;0;0;2
6325;4;3.649.807.543;0;0.0;7.857.142.857.142.850;2.142.857.142.857.140;26448958;23966746;6;2482212;2014;2500000;1;1;0;0;2
6326;40;39.803.713.520.000.000;81;1693918.99;1.0;0.0;0;16209878;10;28390609;2006;11214526;0;0;0;1;0
6327;5;4.601.469.959;30;462717.79;8.571.428.571.428.570;1.428.571.428.571.420;20421216;9434729;12;10986487;2003;801000;1;1;0;0;2
6328;0;5.250.487.728.000.000;37;123333.34;6.964.285.714.285.710;3.035.714.285.714.280;15287388;6005752;12;9281636;2015;100000;1;1;0;0;2
6329;21;3.955.521.614;70;54935.49;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
6330;21;3.955.521.614;70;54935.49;6.607.142.857.142.850;3.392.857.142.857.140;61149400;0;12;0;2005;50000;1;0;1;0;1
6331;8;428.657.209;6;28862.81;6.428.571.428.571.420;3.571.428.571.428.570;1881447;1423064;7;458383;2019;150000;1;0;1;0;1
6332;5;526.992.319;0;0.0;1.0;0.0;0;16209878;10;28390609;2006;11214526;1;0;0;1;0
6333;4;6.278.513.413;268;318300.0;9.107.142.857.142.850;892.857.142.857.142;28328845;7030115;12;21298730;1986;500000;1;0;0;1;0
6334;10;40.953.781.219.999.900;39;9392.0;7.142.857.142.857.140;2.857.142.857.142.850;709943;37238;7;672705;1995;100000;1;1;0;0;2
6335;36;5.048.304.899;48;95983.74;6.964.285.714.285.710;3.035.714.285.714.280;3320956;3085470;12;235486;2010;50000;1;1;0;0;2
6336;0;5.150.166.153;20;5040.0;6.428.571.428.571.420;3.571.428.571.428.570;1242302;372399;12;869903;2016;30000;1;0;1;0;1
6337;28;3.649.911.668;24;11796.6;3.928.571.428.571.420;6.071.428.571.428.570;5053103;0;12;0;2018;100000;1;0;0;0;1
6338;0;0.0;0;0.0;8.571.428.571.428.570;1.428.571.428.571.420;6642318;3528440;12;3113878;2004;1000000;0;1;0;0;2
6339;0;44.206.917.030.000.000;0;3302.2;6.071.428.571.428.570;3.928.571.428.571.420;2733969;592420;6;2141549;2017;88000;1;0;1;0;1
6340;8;4.191.883.717;0;3293.34;8.571.428.571.428.570;1.428.571.428.571.420;6036159;495906;12;5540253;2003;10000;1;1;0;0;2
6341;0;198.609.391;0;0.0;0.75;0.25;3656570;0;12;0;2016;50000;1;1;0;0;2
6342;14;5.650.457.739;42;118195.87;6.428.571.428.571.420;3.571.428.571.428.570;120776175;33545891;12;87230284;2004;3000000;1;0;1;0;1
6343;3;2.939.644.657;132;47267.3;9.107.142.857.142.850;892.857.142.857.142;51403730;16636071;12;34767659;2013;3000000;1;0;0;1;0
